freq,psd_x,psd_y,psd_z,psd_xyz
153.4,3.747e+04,1.929e+03,1.442e+03,4.084e+04
154.9,3.154e+04,2.133e+03,1.516e+03,3.519e+04
156.5,2.738e+04,1.976e+03,1.651e+03,3.101e+04
158.0,2.736e+04,1.411e+03,1.924e+03,3.069e+04
159.5,3.235e+04,8.383e+02,2.294e+03,3.548e+04
161.0,4.321e+04,5.507e+02,2.746e+03,4.651e+04
162.5,5.283e+04,5.411e+02,3.069e+03,5.644e+04
164.1,5.786e+04,4.959e+02,3.238e+03,6.160e+04
165.6,6.626e+04,4.977e+02,3.563e+03,7.032e+04
167.1,8.432e+04,5.156e+02,4.124e+03,8.896e+04
168.6,9.824e+04,4.459e+02,4.448e+03,1.031e+05
170.1,1.085e+05,4.122e+02,4.720e+03,1.136e+05
171.6,1.239e+05,4.091e+02,5.014e+03,1.293e+05
173.2,1.284e+05,4.227e+02,4.743e+03,1.336e+05
174.7,1.321e+05,5.158e+02,4.429e+03,1.371e+05
176.2,1.336e+05,6.862e+02,3.991e+03,1.383e+05
177.7,1.334e+05,8.635e+02,3.593e+03,1.378e+05
179.2,1.395e+05,1.013e+03,3.330e+03,1.438e+05
180.8,1.485e+05,1.228e+03,3.227e+03,1.530e+05
182.3,1.660e+05,1.846e+03,3.330e+03,1.711e+05
183.8,1.673e+05,2.307e+03,3.249e+03,1.729e+05
185.3,1.792e+05,2.837e+03,3.300e+03,1.853e+05
186.8,1.980e+05,3.529e+03,3.425e+03,2.050e+05
188.4,2.123e+05,4.453e+03,3.629e+03,2.204e+05
189.9,2.228e+05,5.373e+03,3.955e+03,2.321e+05
191.4,2.408e+05,5.478e+03,4.171e+03,2.504e+05
192.9,2.598e+05,5.122e+03,4.218e+03,2.692e+05
194.4,2.682e+05,5.125e+03,4.059e+03,2.774e+05
196.0,2.704e+05,5.485e+03,3.875e+03,2.798e+05
197.5,2.761e+05,6.330e+03,3.781e+03,2.862e+05
199.0,2.843e+05,7.772e+03,3.756e+03,2.959e+05
